district,year,season,crop,area_hectares,yield_kg_per_ha,soil_type,ph,nitrogen_kg_per_ha,phosphorus_kg_per_ha,potassium_kg_per_ha,organic_carbon_percent,moisture_percent,avg_temp,max_temp,min_temp,rainfall,humidity,wind_speed,air_pressure,annual_recharge_mcm,annual_extraction_mcm,extraction_percent,future_groundwater_availability_mcm,water_stress_index,temp_range,rainfall_category,water_stress_category,fertility_score,climate_stress_score
Mansa,2021,Rabi,Gram,26563,834,Sandy Loam,6.72,151,38,150.8,0.51,18.9,12.5,18.3,4.9,82.3,46.1,6.9,1014.8,1520.3,1677.3,110.3,-157,1.11,13.4,Low,Critical,99.4,9.37
Mansa,2021,Rabi,Wheat,101058.1,4661.8,Sandy Loam,6.72,150.9,38,151.1,0.52,18.6,12.4,18.4,5.5,79.3,45.2,6.9,1014.9,1520.3,1677.3,110.3,-157,1.1,12.9,Low,Critical,98.7,9.52
Mansa,2021,Rabi,Wheat,101021.9,4572,Sandy Loam,6.72,152.8,38.1,150,0.54,18.6,12.1,18.5,6.2,42.2,45.3,6.9,1015.3,1520.3,1677.3,110.3,-157,1.09,12.3,Low,Critical,98.2,9.56
Mansa,2021,Rabi,Wheat,103756.3,4706.2,Sandy Loam,6.72,150.8,37.9,153.2,0.51,18.7,12.5,18.8,5.3,69.9,45.2,7,1014.8,1520.3,1677.3,110.3,-157,1.1,13.6,Low,Critical,98.9,9.61
Mansa,2021,Rabi,Wheat,100737.3,4978.2,Sandy Loam,6.72,153.2,38.3,150.6,0.52,18.4,12.3,19.5,6,101.4,45.1,6.6,1015.2,1520.3,1677.3,110.3,-157,1.09,13.5,Low,Critical,98.5,9.52
Mansa,2021,Rabi,Wheat,101247.1,4804.1,Sandy Loam,6.72,151.2,38.1,148.8,0.51,18.7,12.4,18.3,5.5,77.9,45.9,7.2,1015,1520.3,1677.3,110.3,-157,1.1,12.8,Low,Critical,99.3,9.4
Mansa,2021,Rabi,Wheat,104818.3,4586.4,Sandy Loam,6.72,150.4,39.1,156.9,0.52,18.8,12,18.3,5.5,91.8,45.6,7.1,1014.8,1520.3,1677.3,110.3,-157,1.08,12.9,Low,Critical,98.8,9.42
Mansa,2021,Rabi,Wheat,97463.1,4652.6,Sandy Loam,6.72,149.8,37.1,151.9,0.51,18.3,12.3,18.3,5.6,81.7,45.9,7.1,1015.2,1520.3,1677.3,110.3,-157,1.1,12.6,Low,Critical,98.6,9.43
Mansa,2021,Rabi,Wheat,99792.6,4603.9,Sandy Loam,6.72,151.4,38.1,146.8,0.52,18.7,12.7,18.5,5.4,94.9,44.9,7,1015.1,1520.3,1677.3,110.3,-157,1.09,13.1,Low,Critical,99.4,9.62
Mansa,2021,Rabi,Wheat,101089.8,4385.1,Sandy Loam,6.72,150.4,38.5,150.7,0.51,18.4,12.8,18.7,5.8,96.9,46.1,7.1,1014.2,1520.3,1677.3,110.3,-157,1.1,12.9,Low,Critical,98.5,9.51
Mansa,2021,Rabi,Wheat,104063.7,4746.4,Sandy Loam,6.72,150.8,38.6,149.7,0.52,18.8,12.4,18.4,5.8,86.8,44.9,6.9,1014.9,1520.3,1677.3,110.3,-157,1.09,12.6,Low,Critical,97.8,9.5
Mansa,2021,Zaid,Fodder,24076.7,34024.2,Sandy Loam,7.91,138.7,50.8,121.8,0.55,19.7,36,42.4,30.6,27,32,13.9,994.9,1520.3,1677.3,110.3,-157,1.1,11.8,Low,Critical,92.6,7.87
Mansa,2021,Zaid,Fodder,22926.9,34108.9,Sandy Loam,7.91,139.1,51.7,123.1,0.55,19.4,35.3,42.4,30.4,-9.1,32.1,14,994.8,1520.3,1677.3,110.3,-157,1.11,11.9,Low,Critical,93.5,7.75
Mansa,2021,Zaid,Fodder,26112.5,33558.3,Sandy Loam,7.91,139.5,51.2,119.5,0.55,19.6,36.5,42.6,30.7,23,32.6,14,994.7,1520.3,1677.3,110.3,-157,1.09,11.9,Low,Critical,92.3,7.88
Mansa,2021,Zaid,Fodder,20949,33444.7,Sandy Loam,7.91,139.9,50.9,120.2,0.55,19.7,35.7,43.3,31,48,31.2,14,994.8,1520.3,1677.3,110.3,-157,1.1,12.3,Low,Critical,93.1,7.77
Mansa,2021,Zaid,Fodder,22664.7,33899,Sandy Loam,7.91,138.3,50.9,119.7,0.56,19.9,35.8,41.3,30.8,2.6,33,14,994.5,1520.3,1677.3,110.3,-157,1.1,10.5,Low,Critical,92,7.79
Mansa,2021,Zaid,Fodder,25259.3,33056.3,Sandy Loam,7.91,138.8,50.3,121.8,0.55,19.9,35.7,42.6,30.5,16.2,32.1,13.8,994.5,1520.3,1677.3,110.3,-157,1.12,12.1,Low,Critical,93.1,7.9
Mansa,2021,Zaid,Fodder,26638.2,33547.6,Sandy Loam,7.91,139.2,51,123,0.53,20,36.1,42,30.8,25.1,32.1,13.8,994.3,1520.3,1677.3,110.3,-157,1.11,11.2,Low,Critical,92.1,7.9
Mansa,2021,Zaid,Fodder,24460.6,33816.8,Sandy Loam,7.91,139,50.6,121.1,0.55,19.7,36.5,42.6,30.7,15.5,33,14.2,995,1520.3,1677.3,110.3,-157,1.1,11.9,Low,Critical,93.1,7.84
Mansa,2021,Zaid,Fodder,24485.8,34497.8,Sandy Loam,7.91,139.8,50,118.5,0.56,19.4,35.6,42.7,30.6,32,31,14.2,995.3,1520.3,1677.3,110.3,-157,1.1,12.1,Low,Critical,92.9,7.67
Mansa,2021,Zaid,Fodder,24136.6,34397.3,Sandy Loam,7.91,135.2,51.5,119.4,0.55,19.5,35.4,43.5,31.3,39.9,32.4,14.2,994.3,1520.3,1677.3,110.3,-157,1.1,12.3,Low,Critical,91,7.82
Mansa,2021,Zaid,Vegetables,4607.8,12432.1,Sandy Loam,7.91,138.7,50.8,121.8,0.55,19.7,36,42.4,30.6,27,32,13.9,994.9,1520.3,1677.3,110.3,-157,1.1,11.8,Low,Critical,92.6,7.87
Mansa,2021,Zaid,Vegetables,2669.3,12750.5,Sandy Loam,7.91,139.7,50.1,121.2,0.55,19.5,36.3,42.6,30.4,1.3,32.6,13.9,995.6,1520.3,1677.3,110.3,-157,1.11,12.2,Low,Critical,93.9,7.86
Mansa,2021,Zaid,Vegetables,1777.2,12086.1,Sandy Loam,7.91,140.7,49.8,121.6,0.55,19.5,36.3,42,30.1,21.8,30.9,13.7,995.1,1520.3,1677.3,110.3,-157,1.11,11.8,Low,Critical,92.7,7.91
Mansa,2021,Zaid,Vegetables,3287.4,13303.1,Sandy Loam,7.91,137.9,50.2,125.6,0.56,19.6,36.1,42.9,30.4,24.5,32.2,14,994.5,1520.3,1677.3,110.3,-157,1.1,12.5,Low,Critical,93.5,7.97
Mansa,2021,Zaid,Vegetables,6700.3,11917.8,Sandy Loam,7.91,139,51.4,124.6,0.55,19.9,35.5,42.5,31,20.7,31.8,13.9,994.9,1520.3,1677.3,110.3,-157,1.1,11.5,Low,Critical,92.5,7.84
Mansa,2021,Zaid,Vegetables,6275.9,11518.1,Sandy Loam,7.91,135.8,51.3,120.9,0.54,19.8,36.8,42.8,30.3,37.8,32.3,14,994.4,1520.3,1677.3,110.3,-157,1.1,12.5,Low,Critical,92.4,7.93
Mansa,2021,Zaid,Vegetables,4165.8,12566,Sandy Loam,7.91,140.5,52.6,122.1,0.55,19.7,35.4,43.6,30.3,29.6,33.7,13.9,995,1520.3,1677.3,110.3,-157,1.08,13.3,Low,Critical,92.6,7.82
Mansa,2021,Zaid,Vegetables,3633,12129.8,Sandy Loam,7.91,138.7,50.7,120.7,0.55,19.4,35.9,42.3,30.3,5.9,32,13.9,994.4,1520.3,1677.3,110.3,-157,1.11,11.9,Low,Critical,91.6,7.86
Mansa,2021,Zaid,Vegetables,2994.6,13356.9,Sandy Loam,7.91,138.3,49.8,123.4,0.54,19.8,35.9,41.8,30.2,34.4,31.9,13.8,995,1520.3,1677.3,110.3,-157,1.09,11.6,Low,Critical,92.3,7.89
Mansa,2021,Zaid,Vegetables,4798.6,12051.6,Sandy Loam,7.91,139,50.9,121.5,0.55,20,36.5,42.6,30.2,34.8,31.3,14.1,994.9,1520.3,1677.3,110.3,-157,1.09,12.4,Low,Critical,93.7,7.89
Mansa,2022,Kharif,Cotton,42494.1,2034.3,Sandy Loam,6.53,100.8,50.4,141.9,0.62,15.4,30.8,37.8,25.4,506.3,68.8,10.4,1001.9,1071.2,1060.2,99,11.1,0.99,12.4,High,High,87.3,10.83
Mansa,2022,Kharif,Cotton,40447.3,1605.3,Sandy Loam,6.53,100.1,50.7,142.6,0.62,15.4,30.8,36.7,25.1,503.4,68,10.3,1002.3,1071.2,1060.2,99,11.1,0.97,11.6,High,High,87.6,10.78
Mansa,2022,Kharif,Cotton,42285.7,2289.1,Sandy Loam,6.53,102.7,50.2,139.8,0.63,15.2,30.4,38.3,25.1,524.2,68.1,10.2,1002.2,1071.2,1060.2,99,11.1,0.98,13.1,High,High,88.1,10.79
Mansa,2022,Kharif,Cotton,41522.6,1657.4,Sandy Loam,6.53,101.2,51,144.2,0.61,15.5,31.3,37.6,25.6,540,70.2,10.6,1002.6,1071.2,1060.2,99,11.1,1,11.9,High,High,86.8,10.79
Mansa,2022,Kharif,Cotton,41556.3,2603.4,Sandy Loam,6.53,98.8,50.6,141.4,0.63,15.5,31.3,37.8,24.8,508.6,68,10.2,1002,1071.2,1060.2,99,11.1,1,13.1,High,High,87.5,10.78
Mansa,2022,Kharif,Cotton,44541.1,1890.2,Sandy Loam,6.53,103.2,50.5,141.7,0.62,15.4,29.9,37.2,25.3,504.6,68.9,10.4,1001.2,1071.2,1060.2,99,11.1,0.99,11.9,High,High,88.3,10.85
Mansa,2022,Kharif,Cotton,43626.4,1672,Sandy Loam,6.53,101.3,50.7,144.5,0.63,15.2,29.7,37.6,25.2,514.1,68.4,10.4,1002.5,1071.2,1060.2,99,11.1,1.01,12.4,High,High,87.2,10.79
Mansa,2022,Kharif,Cotton,40689.1,2121.4,Sandy Loam,6.53,99.7,50.7,143.6,0.61,15.5,31.3,37.7,25.5,507.8,67.9,10.4,1002.4,1071.2,1060.2,99,11.1,1,12.1,High,High,86.9,10.88
Mansa,2022,Kharif,Cotton,45640.3,1871.3,Sandy Loam,6.53,102.3,50.2,143.9,0.63,15.4,29.9,37.2,24.8,504.9,69.2,10.3,1001.7,1071.2,1060.2,99,11.1,0.99,12.4,High,High,87.6,10.88
Mansa,2022,Kharif,Cotton,42717.7,2152,Sandy Loam,6.53,101.6,51,139.3,0.62,15.3,31.1,38.2,25.3,490.5,69.2,10.5,1001.6,1071.2,1060.2,99,11.1,0.99,12.8,High,High,87.5,10.79
Mansa,2022,Kharif,Maize,19123.2,2818.1,Sandy Loam,6.53,100.8,50.4,141.9,0.62,15.4,30.8,37.8,25.4,506.3,68.8,10.4,1001.9,1071.2,1060.2,99,11.1,0.99,12.4,High,High,87.3,10.83
Mansa,2022,Kharif,Maize,18912.9,3178.1,Sandy Loam,6.53,99.7,51.4,143.4,0.63,15.8,30.7,37.5,25.4,507.9,69.1,10.6,1001.8,1071.2,1060.2,99,11.1,1.01,12.1,High,High,87.6,10.75
Mansa,2022,Kharif,Maize,16801,3334.7,Sandy Loam,6.53,99.3,50.6,142.5,0.63,15.4,30.8,37.8,25.5,500.3,69.3,10.4,1001.8,1071.2,1060.2,99,11.1,0.99,12.3,High,High,87.8,10.87
Mansa,2022,Kharif,Maize,19497.9,3788.2,Sandy Loam,6.53,100.5,50.2,142.8,0.62,15.1,30.9,38.4,25.4,515.1,69.9,10.5,1002.7,1071.2,1060.2,99,11.1,0.98,13,High,High,88.8,10.83
Mansa,2022,Kharif,Maize,22405.1,2421.5,Sandy Loam,6.53,101.4,50.7,144.4,0.61,15.5,31.1,38.5,24.6,509.6,68.7,10.4,1002.2,1071.2,1060.2,99,11.1,0.98,13.8,High,High,86.3,10.85
Mansa,2022,Kharif,Maize,21492.3,2486.3,Sandy Loam,6.53,102,50.2,140.2,0.62,15.1,30.6,37.5,25.8,512.2,69.7,10.2,1002.1,1071.2,1060.2,99,11.1,0.99,11.7,High,High,87.1,10.86
Mansa,2022,Kharif,Maize,19118.7,3083.6,Sandy Loam,6.53,101,49.4,143.3,0.62,15.1,30.6,37.9,26.1,518.1,69.7,10.3,1001.8,1071.2,1060.2,99,11.1,1.01,11.9,High,High,86.6,10.7
Mansa,2022,Kharif,Maize,17974,2948.8,Sandy Loam,6.53,102.3,49.8,137.8,0.61,15.7,31.5,37.3,25.5,497.6,69.6,10.5,1001.5,1071.2,1060.2,99,11.1,0.98,11.8,High,High,86.7,10.79
Mansa,2022,Kharif,Maize,18604.8,2915.5,Sandy Loam,6.53,100.7,50.2,138.7,0.63,15.4,30.9,37.8,26,519.5,68.3,10.4,1002.1,1071.2,1060.2,99,11.1,1,11.8,High,High,87.6,10.88
Mansa,2022,Kharif,Maize,21419.8,1929.7,Sandy Loam,6.53,100.5,51,144.4,0.63,15.2,31.6,37.3,26,510.9,70.2,10.4,1001.4,1071.2,1060.2,99,11.1,0.99,11.3,High,High,87,10.9
Mansa,2022,Kharif,Rice,105535.1,5268.4,Sandy Loam,6.53,100.8,50.4,141.9,0.62,15.4,30.8,37.8,25.4,506.3,68.8,10.4,1001.9,1071.2,1060.2,99,11.1,0.99,12.4,High,High,87.3,10.83
Mansa,2022,Kharif,Rice,107228.2,5328.5,Sandy Loam,6.53,101,50.9,143.6,0.64,15.4,30.5,37.9,25.6,516.7,69.8,10.3,1001.4,1071.2,1060.2,99,11.1,0.98,12.3,High,High,87.4,10.63
Mansa,2022,Kharif,Rice,106407.1,5605.4,Sandy Loam,6.53,101.9,49.7,139.4,0.61,15.5,30.9,37.4,25.6,498.3,68.3,10.5,1001.5,1071.2,1060.2,99,11.1,0.99,11.7,High,High,88.3,10.85
Mansa,2022,Kharif,Rice,106086.3,4951.1,Sandy Loam,6.53,99.6,50.2,145.2,0.62,15.9,30.6,37.5,25,509.6,68.8,10.5,1002.1,1071.2,1060.2,99,11.1,0.99,12.6,High,High,87.6,10.89
Mansa,2022,Kharif,Rice,108820.9,5506.8,Sandy Loam,6.53,102.5,50.8,142.1,0.63,15.2,30.4,37.8,26.2,503.8,69.9,10.5,1001.2,1071.2,1060.2,99,11.1,0.99,11.6,High,High,87.8,10.72
Mansa,2022,Kharif,Rice,106066.4,5137.3,Sandy Loam,6.53,102.8,49.8,140.8,0.62,15.3,30.9,37.5,25.4,492.1,68.7,10.4,1001.7,1071.2,1060.2,99,11.1,0.98,12.1,High,High,87,10.89
Mansa,2022,Kharif,Rice,105082.8,5007.5,Sandy Loam,6.53,99,50,144.8,0.63,15.5,30.7,37.6,25.1,511.4,67.7,10.3,1002.2,1071.2,1060.2,99,11.1,0.99,12.5,High,High,86.9,10.9
Mansa,2022,Kharif,Rice,104008.6,5720.7,Sandy Loam,6.53,102.2,50.5,143.5,0.63,15.5,31.3,38.5,25.8,471,69.3,10.6,1001.1,1071.2,1060.2,99,11.1,0.98,12.7,High,High,88.1,10.83
Mansa,2022,Kharif,Rice,102363.9,5464.1,Sandy Loam,6.53,100.1,49.8,141.1,0.61,15.5,31,37.8,25.2,505.1,70.1,10.5,1001.5,1071.2,1060.2,99,11.1,0.98,12.6,High,High,87.3,10.76
Mansa,2022,Kharif,Rice,105985.2,4761.5,Sandy Loam,6.53,101.8,50.4,142.2,0.6,15.3,30.3,38.4,25,507.3,68.2,10.5,1002.3,1071.2,1060.2,99,11.1,0.99,13.4,High,High,87.7,10.96
Mansa,2022,Rabi,Barley,10301.3,2284.2,Sandy Loam,6.52,99.3,59,248.2,0.88,19.8,18.9,24.2,12.5,100.6,41.4,6.8,1011.8,1071.2,1060.2,99,11.1,0.99,11.7,Low,High,117.6,8.62
Mansa,2022,Rabi,Barley,10383.8,1261.4,Sandy Loam,6.52,99.2,59.8,249.4,0.89,20,19,24.9,12.5,108.7,41.5,6.9,1011.6,1071.2,1060.2,99,11.1,0.97,12.3,Low,High,117.3,8.62
Mansa,2022,Rabi,Barley,6558.7,1953.2,Sandy Loam,6.52,98.9,59.2,247,0.87,19.8,18.7,23.9,12.4,123.5,42.8,6.7,1011.6,1071.2,1060.2,99,11.1,0.97,11.5,Low,High,116.1,8.59
Mansa,2022,Rabi,Barley,10221,2877.3,Sandy Loam,6.52,100,59.1,250.5,0.88,19.6,19.3,24.5,12.7,99.8,40.3,6.6,1011.6,1071.2,1060.2,99,11.1,1,11.8,Low,High,116.2,8.7
Mansa,2022,Rabi,Barley,13387.6,2252.9,Sandy Loam,6.52,100.9,59.5,251.4,0.89,19.3,18.4,24.3,11.9,112.7,38.8,6.7,1011.6,1071.2,1060.2,99,11.1,0.98,12.4,Low,High,118.1,8.62
Mansa,2022,Rabi,Barley,13257.9,3425.5,Sandy Loam,6.52,99.8,59.3,248,0.88,20,18.9,23.7,12.4,87.4,41,6.6,1011.3,1071.2,1060.2,99,11.1,0.98,11.3,Low,High,117.9,8.54
Mansa,2022,Rabi,Barley,14257.1,2931.8,Sandy Loam,6.52,100.1,59,248.2,0.9,20,18.9,23.4,12.4,107.3,41.6,7.1,1011.9,1071.2,1060.2,99,11.1,1,10.9,Low,High,117.1,8.6
Mansa,2022,Rabi,Barley,9973.7,2256,Sandy Loam,6.52,100.3,59.1,248,0.87,19.6,18.8,23.6,12.6,111.3,40.6,6.6,1012,1071.2,1060.2,99,11.1,0.99,11,Low,High,118.4,8.69
Mansa,2022,Rabi,Barley,9745.1,2192.5,Sandy Loam,6.52,99.4,59.7,251.1,0.89,19.8,18.5,24,12.5,103.6,40.7,6.9,1011.5,1071.2,1060.2,99,11.1,0.97,11.5,Low,High,116.6,8.53
Mansa,2022,Rabi,Barley,11372.5,2294,Sandy Loam,6.52,101.7,58.9,246.8,0.85,19.7,18.9,24.2,13,97.2,41.2,6.8,1011.8,1071.2,1060.2,99,11.1,0.98,11.1,Low,High,117.4,8.57
Mansa,2022,Rabi,Gram,25171.6,1092.4,Sandy Loam,6.52,99.3,59,248.2,0.88,19.8,18.9,24.2,12.5,100.6,41.4,6.8,1011.8,1071.2,1060.2,99,11.1,0.99,11.7,Low,High,117.6,8.62
Mansa,2022,Rabi,Gram,27106.1,1819.6,Sandy Loam,6.52,99.7,59,246,0.89,19.8,18.3,24.6,11.5,121.2,39.5,6.5,1012,1071.2,1060.2,99,11.1,0.98,13.1,Low,High,118.1,8.63
Mansa,2022,Rabi,Gram,25490.6,889,Sandy Loam,6.52,100.1,58.9,247.6,0.89,19.6,19.2,24.8,12,114.5,40.4,6.9,1011.5,1071.2,1060.2,99,11.1,0.99,12.9,Low,High,118.3,8.66
Mansa,2022,Rabi,Gram,25334.5,1084.5,Sandy Loam,6.52,98.8,59.2,250.5,0.88,19.6,19.2,23.9,12.5,107.1,41.1,6.8,1012.4,1071.2,1060.2,99,11.1,0.98,11.4,Low,High,118.1,8.55
Mansa,2022,Rabi,Gram,27612.1,1315.5,Sandy Loam,6.52,100.3,58.3,247.3,0.87,20,19.1,24.9,13.2,104.6,41.7,6.7,1011.9,1071.2,1060.2,99,11.1,1,11.7,Low,High,117.8,8.57
Mansa,2022,Rabi,Gram,25493,1264.3,Sandy Loam,6.52,99.1,59.4,248.6,0.89,19.7,19.6,24,12.4,101.3,42.1,6.8,1012.6,1071.2,1060.2,99,11.1,0.99,11.6,Low,High,116.8,8.57
Mansa,2022,Rabi,Gram,24668.2,1597.7,Sandy Loam,6.52,98.9,58.8,243.1,0.86,19.7,19.1,24.2,12.1,61,43.6,6.8,1011.8,1071.2,1060.2,99,11.1,0.99,12.1,Low,High,118.4,8.66
Mansa,2022,Rabi,Gram,28209.1,1679.7,Sandy Loam,6.52,99.7,58.7,248.1,0.88,19.8,18.8,23.4,12.5,96.3,41.8,6.9,1012.4,1071.2,1060.2,99,11.1,0.99,10.9,Low,High,118.7,8.55
Mansa,2022,Rabi,Gram,26567.6,1087,Sandy Loam,6.52,98.1,58.5,252.2,0.86,19.6,19.1,24.8,12,96.9,40.9,7,1011.6,1071.2,1060.2,99,11.1,0.99,12.8,Low,High,117.7,8.53
Mansa,2022,Rabi,Gram,28440,1621.4,Sandy Loam,6.52,99.3,59.7,248.1,0.89,19.8,18.9,25.1,12.1,86.8,40.6,6.8,1011.5,1071.2,1060.2,99,11.1,0.98,13,Low,High,117.7,8.57
Mansa,2022,Rabi,Wheat,125587.5,5820,Sandy Loam,6.52,99.3,59,248.2,0.88,19.8,18.9,24.2,12.5,100.6,41.4,6.8,1011.8,1071.2,1060.2,99,11.1,0.99,11.7,Low,High,117.6,8.62
Mansa,2022,Rabi,Wheat,123063.6,6667.1,Sandy Loam,6.52,100.7,58.7,247.8,0.88,19.7,19.2,24.1,12.4,118.3,40.7,6.6,1011.5,1071.2,1060.2,99,11.1,1,11.7,Low,High,118.5,8.66
Mansa,2022,Rabi,Wheat,125540.6,5601.1,Sandy Loam,6.52,100.8,59.3,253.3,0.88,19.7,18.8,24.3,12.8,121.8,41.5,6.6,1012.1,1071.2,1060.2,99,11.1,1,11.6,Low,High,117.4,8.53
Mansa,2022,Rabi,Wheat,124073.6,6150.9,Sandy Loam,6.52,100.4,58.8,244.8,0.89,19.6,19.2,24.5,12.2,114.5,41.6,6.9,1011.6,1071.2,1060.2,99,11.1,0.99,12.3,Low,High,118.5,8.49
Mansa,2022,Rabi,Wheat,126726.4,6296.1,Sandy Loam,6.52,98.8,59.5,248,0.89,20.3,19.2,24.3,12.3,97.4,41.3,6.8,1012,1071.2,1060.2,99,11.1,0.98,12,Low,High,117.8,8.76
Mansa,2022,Rabi,Wheat,126433.3,5361,Sandy Loam,6.52,98.5,58.6,250.1,0.88,19.4,18.6,23.7,12.4,101.5,41.9,6.6,1011.7,1071.2,1060.2,99,11.1,0.99,11.3,Low,High,118,8.65
Mansa,2022,Rabi,Wheat,125026.9,5997.8,Sandy Loam,6.52,101,59.2,248.1,0.87,20.4,18.7,24.3,12.4,112.1,42,6.7,1011.9,1071.2,1060.2,99,11.1,1,12,Low,High,116.4,8.53
Mansa,2022,Rabi,Wheat,123934.9,5517,Sandy Loam,6.52,98.9,58.4,250,0.88,20.1,18.2,23.6,12.6,83.8,40.7,6.8,1011.4,1071.2,1060.2,99,11.1,0.98,11,Low,High,117.9,8.57
Mansa,2022,Rabi,Wheat,125097.5,5724.7,Sandy Loam,6.52,99.7,59.8,249.6,0.89,19.9,18.7,23.9,13.3,96,40.5,6.8,1012.4,1071.2,1060.2,99,11.1,0.98,10.6,Low,High,116.1,8.64
Mansa,2022,Rabi,Wheat,125030.1,5441.1,Sandy Loam,6.52,99.4,58.7,249.1,0.88,19.8,19.1,23.9,12.5,93.1,41.5,6.8,1012.1,1071.2,1060.2,99,11.1,0.99,11.4,Low,High,117.2,8.68
Mansa,2022,Zaid,Fodder,18683.4,26433,Sandy Loam,6.69,123.8,38.2,255.1,0.36,19.8,37.4,44.3,31.2,15,39.2,13.2,995.4,1071.2,1060.2,99,11.1,0.99,13.1,Low,High,106.6,9.13
Mansa,2022,Zaid,Fodder,18871.2,26933.9,Sandy Loam,6.69,122.4,38.2,255.2,0.34,19.8,37.7,44.9,30.8,14.6,39.6,13.6,995.6,1071.2,1060.2,99,11.1,1,14.1,Low,High,107.4,9.09
Mansa,2022,Zaid,Fodder,19880.6,25997.3,Sandy Loam,6.69,125.5,38.1,251.7,0.35,19.7,37.7,44.8,31.4,-3.3,39.8,13,995.4,1071.2,1060.2,99,11.1,0.98,13.4,Low,High,106.7,9.28
Mansa,2022,Zaid,Fodder,15386.7,26286.1,Sandy Loam,6.69,125.9,38.9,257,0.38,20.1,36.4,45.2,30.9,22.9,39,12.8,995.2,1071.2,1060.2,99,11.1,0.98,14.3,Low,High,105.9,9.16
Mansa,2022,Zaid,Fodder,18423.3,26858.7,Sandy Loam,6.69,122.7,38.3,254.8,0.35,20,38.3,43.8,31,-8.4,39,13.3,995.4,1071.2,1060.2,99,11.1,0.99,12.8,Low,High,105.9,9.27
Mansa,2022,Zaid,Fodder,18341.3,27098,Sandy Loam,6.69,123.7,38.1,256.9,0.36,19.8,37.8,44,31.5,28.8,39.2,13.2,995.4,1071.2,1060.2,99,11.1,0.99,12.5,Low,High,106.7,9.08
Mansa,2022,Zaid,Fodder,16397.5,26517.2,Sandy Loam,6.69,123.2,36.9,252.6,0.35,19.4,37.8,44.5,31.5,-3.3,39.2,13.1,995.3,1071.2,1060.2,99,11.1,0.99,13,Low,High,105.9,9.07
Mansa,2022,Zaid,Fodder,18061,26409.6,Sandy Loam,6.69,124.4,38.2,256.6,0.35,20.2,37.6,45,31.7,28.8,40.4,13.2,995.5,1071.2,1060.2,99,11.1,1,13.2,Low,High,107,9.12
Mansa,2022,Zaid,Fodder,20251,26633,Sandy Loam,6.69,124.7,38.6,253.9,0.36,19.5,37.3,43.7,30.7,28.5,39,13.3,995.4,1071.2,1060.2,99,11.1,1.01,13,Low,High,106.2,9.09
Mansa,2022,Zaid,Fodder,17157.8,27212.4,Sandy Loam,6.69,124.5,38.1,255.1,0.36,20.3,37.2,44.3,31.4,31.2,39,13.2,995.3,1071.2,1060.2,99,11.1,0.99,12.9,Low,High,107,9.15
Mansa,2022,Zaid,Vegetables,15516.6,10966.2,Sandy Loam,6.69,123.8,38.2,255.1,0.36,19.8,37.4,44.3,31.2,15,39.2,13.2,995.4,1071.2,1060.2,99,11.1,0.99,13.1,Low,High,106.6,9.13
Mansa,2022,Zaid,Vegetables,17428.5,10943.6,Sandy Loam,6.69,123.7,38.3,253.2,0.37,20.2,37.6,44.7,31.4,-2.7,40.6,13.2,995.4,1071.2,1060.2,99,11.1,1,13.3,Low,High,107.3,9.06
Mansa,2022,Zaid,Vegetables,13521.7,10856.3,Sandy Loam,6.69,124.5,38.3,255.8,0.35,20,37,44.6,31.7,20.9,40,13.2,995,1071.2,1060.2,99,11.1,0.98,12.9,Low,High,106.8,9.09
Mansa,2022,Zaid,Vegetables,13487.8,11310.7,Sandy Loam,6.69,123.2,38.8,253.6,0.36,19.8,37.8,45.1,31.2,32.9,37.7,13.2,995.6,1071.2,1060.2,99,11.1,0.99,14,Low,High,108.1,9.13
Mansa,2022,Zaid,Vegetables,12606.8,11331,Sandy Loam,6.69,122.6,39.3,258,0.36,19.9,36.8,44.9,31.3,22.7,38.1,13.3,995.8,1071.2,1060.2,99,11.1,0.98,13.6,Low,High,106.6,9.19
Mansa,2022,Zaid,Vegetables,15911.7,10991.3,Sandy Loam,6.69,125.2,38.2,257.3,0.36,20,36.6,45.7,30.6,0.5,38.3,13.3,994.9,1071.2,1060.2,99,11.1,0.99,15.1,Low,High,106.2,9.31
Mansa,2022,Zaid,Vegetables,12833,11316.4,Sandy Loam,6.69,123.9,38.6,256,0.36,19.6,37.6,43.9,32.1,4,38.9,13.5,994.8,1071.2,1060.2,99,11.1,1.01,11.8,Low,High,107,9.13
Mansa,2022,Zaid,Vegetables,15785.8,11210.2,Sandy Loam,6.69,127.6,37.8,254.7,0.35,19.7,37.5,43.8,30.2,14.3,37.7,13.2,995.5,1071.2,1060.2,99,11.1,0.98,13.5,Low,High,106,9.09
Mansa,2022,Zaid,Vegetables,14761.5,10972.2,Sandy Loam,6.69,124.7,38.1,253.8,0.36,20.1,36.7,44.6,31,11.6,40.3,13.1,996.4,1071.2,1060.2,99,11.1,0.99,13.6,Low,High,106.9,9.17
Mansa,2022,Zaid,Vegetables,15357.2,11165.9,Sandy Loam,6.69,124.5,37.4,257.1,0.35,19.5,37.3,44,30.9,-23.5,40.3,13.1,995.1,1071.2,1060.2,99,11.1,1,13.1,Low,High,106.1,9.1
Moga,2016,Kharif,Cotton,48159.3,2621.6,Alluvial,6.76,106,49.5,196.2,0.53,18.3,33.3,40.1,28.1,586.4,65.9,9.1,1003.6,1380.8,1269.1,91.9,111.7,0.92,12,High,High,96.8,10.22
